date time s-ip cs-method cs-uri-stem cs-uri-query s-port cs-username c-ip cs(User-Agent) cs(Referer) sc-status sc-substatus sc-win32-status time-taken
2020-06-19 06:12:19 10.211.123.224 POST /services/printing/cart/api/StorePromiseTime - 80 24f19e79ed2d4819b6776356bae93d6f 10.211.112.103 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/83.0.4103.106+Safari/537.36 https://splus-wip3.pnistaging.com/services/printing/AddFinishings/group/2017843/2017842 200 0 0 843
2020-06-19 06:12:19 10.211.123.224 GET /services/printing/legacy/StoreLocatorProxy/GetStoresByAddress address=02494&locale=en_US 80 24f19e79ed2d4819b6776356bae93d6f 10.211.112.103 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/83.0.4103.106+Safari/537.36 https://splus-wip3.pnistaging.com/services/printing/AddFinishings/group/2017843/2017842 200 0 0 1062
2020-06-19 06:12:19 10.211.123.224 GET /services/printing/cart/api/ShippingMethods/Estimate retailerProductSku=PNI_PostCards&quantity=100&price=35.99&orderDate=2020-06-18T23%3A12%3A37-07%3A00 80 24f19e79ed2d4819b6776356bae93d6f 10.211.112.103 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/83.0.4103.106+Safari/537.36 https://splus-wip3.pnistaging.com/services/printing/AddFinishings/group/2017843/2017842 200 0 0 171
2020-06-19 06:12:19 10.211.123.224 POST /services/printing/cart/api/StorePromiseTime - 80 24f19e79ed2d4819b6776356bae93d6f 10.211.112.103 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/83.0.4103.106+Safari/537.36 https://splus-wip3.pnistaging.com/services/printing/AddFinishings/group/2017843/2017842 200 0 0 249
2020-06-19 06:12:19 10.211.123.224 POST /services/printing/cart/api/StorePromiseTime - 80 24f19e79ed2d4819b6776356bae93d6f 10.211.112.103 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/83.0.4103.106+Safari/537.36 https://splus-wip3.pnistaging.com/services/printing/AddFinishings/group/2017843/2017842 200 0 0 265
2020-06-19 06:12:19 10.211.123.224 GET /services/printing/legacy/TaggingApiController/EnsightenTaggingData - 80 24f19e79ed2d4819b6776356bae93d6f 10.211.112.103 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/83.0.4103.106+Safari/537.36 https://splus-wip3.pnistaging.com/services/printing/AddFinishings/group/2017843/2017842 200 0 0 78
2020-06-19 06:12:21 10.211.123.224 GET /services/printing/cart/api/ShippingMethods/Estimate retailerProductSku=PNI_PostCards&quantity=100&price=35.99&orderDate=2020-06-18T23%3A12%3A39-07%3A00 80 24f19e79ed2d4819b6776356bae93d6f 10.211.112.103 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/83.0.4103.106+Safari/537.36 https://splus-wip3.pnistaging.com/services/printing/AddFinishings/group/2017843/2017842 200 0 0 93
2020-06-19 06:12:21 10.211.123.224 POST /services/printing/cart/api/StorePromiseTime - 80 24f19e79ed2d4819b6776356bae93d6f 10.211.112.103 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/83.0.4103.106+Safari/537.36 https://splus-wip3.pnistaging.com/services/printing/AddFinishings/group/2017843/2017842 200 0 0 218
2020-06-19 06:12:21 10.211.123.224 GET /services/printing/legacy/TaggingApiController/EnsightenTaggingData - 80 24f19e79ed2d4819b6776356bae93d6f 10.211.112.103 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/83.0.4103.106+Safari/537.36 https://splus-wip3.pnistaging.com/services/printing/AddFinishings/group/2017843/2017842 200 0 0 62
2020-06-19 06:12:21 10.211.123.224 POST /services/printing/cart/api/StorePromiseTime - 80 24f19e79ed2d4819b6776356bae93d6f 10.211.112.103 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/83.0.4103.106+Safari/537.36 https://splus-wip3.pnistaging.com/services/printing/AddFinishings/group/2017843/2017842 200 0 0 234
2020-06-19 06:12:23 10.211.123.224 POST /services/printing/cart/api/PickupLocation - 80 24f19e79ed2d4819b6776356bae93d6f 10.211.112.103 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/83.0.4103.106+Safari/537.36 https://splus-wip3.pnistaging.com/services/printing/AddFinishings/group/2017843/2017842 200 0 0 93
2020-06-19 06:12:25 10.211.123.224 POST /services/printing/cart/api/UpdatePickupMethod - 80 24f19e79ed2d4819b6776356bae93d6f 10.211.112.103 - - 200 0 0 1203
2020-06-19 06:12:28 10.211.123.224 GET /services/printing/Cart - 80 24f19e79ed2d4819b6776356bae93d6f 10.211.112.103 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/83.0.4103.106+Safari/537.36 https://splus-wip3.pnistaging.com/services/printing/AddFinishings/group/2017843/2017842 200 0 0 1609
2020-06-19 06:12:28 10.211.123.224 GET /services/printing/App_Themes/Standard/dyn_promo2.css - 80 - 10.211.112.103 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/83.0.4103.106+Safari/537.36 https://splus-wip3.pnistaging.com/services/printing/Cart 304 0 0 0
2020-06-19 06:12:28 10.211.123.224 GET /services/printing/App_Themes/Standard/Header.css - 80 - 10.211.112.103 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/83.0.4103.106+Safari/537.36 https://splus-wip3.pnistaging.com/services/printing/Cart 304 0 0 0
2020-06-19 06:12:28 10.211.123.224 GET /services/printing/App_Themes/Standard/MainMenu.css - 80 - 10.211.112.103 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/83.0.4103.106+Safari/537.36 https://splus-wip3.pnistaging.com/services/printing/Cart 304 0 0 0
2020-06-19 06:12:28 10.211.123.224 GET /services/printing/App_Themes/Standard/global.css - 80 - 10.211.112.103 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/83.0.4103.106+Safari/537.36 https://splus-wip3.pnistaging.com/services/printing/Cart 304 0 0 0
2020-06-19 06:12:28 10.211.123.224 GET /services/printing/App_Themes/Standard/popup.css - 80 - 10.211.112.103 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/83.0.4103.106+Safari/537.36 https://splus-wip3.pnistaging.com/services/printing/Cart 304 0 0 0
2020-06-19 06:12:28 10.211.123.224 GET /services/printing/App_Themes/Standard/Promos.css - 80 - 10.211.112.103 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/83.0.4103.106+Safari/537.36 https://splus-wip3.pnistaging.com/services/printing/Cart 304 0 0 0
2020-06-19 06:12:28 10.211.123.224 GET /services/printing/App_Themes/Standard/uploader.css - 80 - 10.211.112.103 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/83.0.4103.106+Safari/537.36 https://splus-wip3.pnistaging.com/services/printing/Cart 304 0 0 0
2020-06-19 06:12:28 10.211.123.224 GET /services/printing/legacy/WebServices/MasterService.svc/js - 80 24f19e79ed2d4819b6776356bae93d6f 10.211.112.103 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/83.0.4103.106+Safari/537.36 https://splus-wip3.pnistaging.com/services/printing/Cart 200 0 0 46
2020-06-19 06:12:28 10.211.123.224 GET /services/printing/legacy/WebServices/CartService.svc/js - 80 24f19e79ed2d4819b6776356bae93d6f 10.211.112.103 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/83.0.4103.106+Safari/537.36 https://splus-wip3.pnistaging.com/services/printing/Cart 200 0 0 46
2020-06-19 06:12:28 10.211.123.224 GET /services/printing/legacy/WebServices/PhotoEditService.svc/js - 80 24f19e79ed2d4819b6776356bae93d6f 10.211.112.103 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/83.0.4103.106+Safari/537.36 https://splus-wip3.pnistaging.com/services/printing/Cart 200 0 0 46
2020-06-19 06:12:28 10.211.123.224 GET /services/printing/legacy/WebServices/AlbumService.svc/js - 80 24f19e79ed2d4819b6776356bae93d6f 10.211.112.103 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/83.0.4103.106+Safari/537.36 https://splus-wip3.pnistaging.com/services/printing/Cart 200 0 0 46
2020-06-19 06:12:28 10.211.123.224 GET /services/printing/PC.WebServices/CartService.svc/js - 80 24f19e79ed2d4819b6776356bae93d6f 10.211.112.103 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/83.0.4103.106+Safari/537.36 https://splus-wip3.pnistaging.com/services/printing/Cart 200 0 0 31
2020-06-19 06:12:28 10.211.123.224 GET /services/printing/legacy/js/cart/stickyFooter.js - 80 - 10.211.112.103 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/83.0.4103.106+Safari/537.36 https://splus-wip3.pnistaging.com/services/printing/Cart 304 0 0 0
2020-06-19 06:12:28 10.211.123.224 GET /services/printing/legacy/images/cart/icon-close.svg - 80 - 10.211.112.103 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/83.0.4103.106+Safari/537.36 https://splus-wip3.pnistaging.com/services/printing/Cart 304 0 0 0
2020-06-19 06:12:28 10.211.123.224 GET /services/printing/legacy/images/spacer.gif - 80 - 10.211.112.103 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/83.0.4103.106+Safari/537.36 https://splus-wip3.pnistaging.com/services/printing/Cart 304 0 0 15
2020-06-19 06:12:28 10.211.123.224 GET /services/printing/GiftBuilder/assets/images/builder/tools/spinner/i_o_s_spinner_dark.png - 80 - 10.211.112.103 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/83.0.4103.106+Safari/537.36 https://splus-wip3.pnistaging.com/services/printing/Cart 304 0 0 15
2020-06-19 06:12:28 10.211.123.224 GET /services/printing/legacy/images/cart/icon-empty-cart.svg - 80 - 10.211.112.103 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/83.0.4103.106+Safari/537.36 https://splus-wip3.pnistaging.com/services/printing/Cart 304 0 0 0
2020-06-19 06:12:28 10.211.123.224 GET /services/printing/legacy/images/logo/logo-copyprint.png - 80 - 10.211.112.103 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/83.0.4103.106+Safari/537.36 https://splus-wip3.pnistaging.com/services/printing/Cart 304 0 0 0
2020-06-19 06:12:28 10.211.123.224 GET /services/printing/legacy/images/home/broken-screen.png - 80 - 10.211.112.103 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/83.0.4103.106+Safari/537.36 https://splus-wip3.pnistaging.com/services/printing/Cart 304 0 0 0
2020-06-19 06:12:28 10.211.123.224 GET /services/printing/legacy/fonts/helvetica-neue/hlb_____-webfont.woff - 80 - 10.211.112.103 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/83.0.4103.106+Safari/537.36 https://splus-wip3.pnistaging.com/services/printing/legacy/bundle/ConsolidatedCartstyles?v=XHeOYMmym6gVU_kggdBXHU239xO90gtkd8gYPlPz_zE1 304 0 0 0
2020-06-19 06:12:28 10.211.123.224 GET /services/printing/legacy/fonts/helvetica-neue/hlm.woff - 80 - 10.211.112.103 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/83.0.4103.106+Safari/537.36 https://splus-wip3.pnistaging.com/services/printing/legacy/bundle/ConsolidatedCartstyles?v=XHeOYMmym6gVU_kggdBXHU239xO90gtkd8gYPlPz_zE1 304 0 0 0
2020-06-19 06:12:28 10.211.123.224 GET /services/printing/legacy/fonts/helvetica-neue/hlr_____-webfont.woff - 80 - 10.211.112.103 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/83.0.4103.106+Safari/537.36 https://splus-wip3.pnistaging.com/services/printing/legacy/bundle/ConsolidatedCartstyles?v=XHeOYMmym6gVU_kggdBXHU239xO90gtkd8gYPlPz_zE1 304 0 0 0
2020-06-19 06:12:28 10.211.123.224 GET /services/printing/legacy/images/info-icon.svg - 80 - 10.211.112.103 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/83.0.4103.106+Safari/537.36 https://splus-wip3.pnistaging.com/services/printing/legacy/bundle/ConsolidatedCartstyles?v=XHeOYMmym6gVU_kggdBXHU239xO90gtkd8gYPlPz_zE1 304 0 0 0
2020-06-19 06:12:28 10.211.123.224 GET /services/printing/legacy/fonts/helvetica-neue/hll_____-webfont.woff - 80 - 10.211.112.103 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/83.0.4103.106+Safari/537.36 https://splus-wip3.pnistaging.com/services/printing/legacy/bundle/ConsolidatedCartstyles?v=XHeOYMmym6gVU_kggdBXHU239xO90gtkd8gYPlPz_zE1 304 0 0 0
